target_id,solution_id,designation,source_id,random_index,ref_epoch,Distance,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,ruwe,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,excess noise in au,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
HD 61005,1636148068921376768,Gaia DR3 5592237639209047424,5592237639209047424,1761377016,2016.0,36.5,113.94747066258100,0.011449617,-32.203571103935900,0.012805154,27.434398619579900,0.015543797,1764.974,0.9400348,92.486626,-55.049850187522500,0.015931675,74.31883665511520,0.017064502,0.19531319,0.054754753,-0.13240051,-0.0049512517,0.18357262,-0.0144306375,-0.2019124,-0.079299815,-0.11479791,0.25339597,472,472,471,1,-1.8276218,896.4961,0.10303449,0.004,8.642199,31,TRUE,1.537,,,,,,,,54,28,0.025801348,55,22,3,0.011242268,157.26523,1,0,,,,,,,,,FALSE,474,1.17010397556209e+07,7687.094,1522.1669,8.016806,54,6043165.4002542400,14815.026,407.90784,8.385381,54,8117808.170176720,14301.611,567.6149,7.4742985,1.210232,0,0,0,0,0,0.91108227,0.3685751,0.5425072,22.345459,0.14067063,1,29,1,21,389.4273,2.7614486,3.733245e-05,861.3003,1.4530582,5500.0,4.5,0.0,222,12.751039,0.882131,28,7.272024,0.0057163094,28,,NOT_AVAILABLE,246.3789397233480,-5.634314541309070,124.61863369633700,-52.80304330606000,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.1595876e-13,5.792082e-13,0.99862033,5366.4253,5365.3677,5367.412,4.4522,4.4515,4.4529,-0.3002,-0.3063,-0.2942,36.4358,36.4125,36.4593,0.0,0.0,1e-04,0.0,0.0,1e-04,0.0,0.0,1e-04,MARCS,113.94775981519,-32.20390141288,27.4344,-55.05,74.319,22.64,2000.0,7.41299058060585e-09
HD 107146,1636148068921376768,Gaia DR3 3946438125929224320,3946438125929224320,1167609153,2016.0,27.5,184.77628126563000,0.019328728,16.547634275964700,0.014721427,36.40379214500470,0.022978311,1584.2675,0.9931154,229.61186,-174.68330451425400,0.022292886,-149.0213066316970,0.016945181,-0.1955151,-0.42028564,0.15515177,0.19608225,0.0070325388,0.11237378,0.38876602,-0.04791217,-0.2576117,-0.2804199,308,308,308,0,-0.14259163,833.75525,0.12558505,0.003,16.256424,31,TRUE,1.5665486,,,,,,,,35,18,0.032211553,42,8,8,0.028358832,41.49065,0,0,,,,,,,,,FALSE,349,3.26213859140504e+07,19732.248,1653.2017,6.9036107,39,1.78147106834387e+07,39475.99,451.27966,7.211595,37,2.14653154942937e+07,46171.363,464.9054,6.4185524,1.2041188,0,0,0,0,0,0.79304266,0.30798435,0.4850583,1.7595692,0.1405633,1,25,0,17,586.2892,3.7214158,4.1665524e-07,1026.7228,1.2749196,5750.0,4.5,0.0,222,10.128872,1.0716507,22,6.2375216,0.0051553464,25,,NOT_AVAILABLE,265.9945574996800,77.0386647653854,177.59855595129800,17.041221315316700,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.7308995e-13,8.6457566e-13,0.99296397,5714.918,5713.556,5716.421,4.4034,4.4024,4.4046,-0.3562,-0.3689,-0.3435,27.44,27.4215,27.4574,0.0,0.0,1e-04,0.0,0.0,1e-04,0.0,0.0,1e-04,MARCS,184.77709118346,16.548296591980000,36.4038,-174.683,-149.021,1.8,2000.0,5.64742680728631e-09
HD 202917,1636148068921376768,Gaia DR3 6463782435948431616,6463782435948431616,1473541311,2016.0,46.7,320.2083890093770,0.010382987,-53.0346347389645,0.011616076,21.409293944288000,0.015744997,1359.7522,0.9001558,100.62084,31.42732327369000,0.012646242,-95.58701420119110,0.013809022,-0.011043204,0.19899414,-0.03376187,-0.21632437,-0.28808323,-0.20933214,-0.25110522,-0.008226674,0.06794989,-0.024501065,384,384,382,2,-2.7651234,655.03424,0.07255085,0.003,5.611749,31,TRUE,1.5375423,,,,,,,,44,23,0.0196125,48,16,1,0.010754341,46.17535,0,0,,,,,,,,,FALSE,414,7551198.354306570,5370.3784,1406.0831,8.492327,48,3908991.016600200,9191.564,425.28027,8.85838,48,5232412.801508010,10169.581,514.51605,7.9511404,1.2105898,0,0,0,0,0,0.9072399,0.36605358,0.54118633,-1.9471639,0.22520112,1,17,3,12,232.18475,0.7699009,0.0354671,654.2921,2.678592,5500.0,4.5,0.0,222,23.731176,5.1024528,13,7.7417164,0.0066956915,13,277.95535,NOT_AVAILABLE,344.19957301203500,-43.551466229320400,304.55456891778500,-35.44932369253350,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1.13637784e-13,5.67615e-13,0.99885,5553.346,5548.9917,5561.5596,4.4295,4.4279,4.434,-0.183,-0.1905,-0.1566,46.6364,46.5171,46.7464,0.1044,0.0995,0.1089,0.0866,0.0825,0.0903,0.0463,0.0441,0.0484,MARCS,320.20815673239000,-53.03420990756,21.4093,31.427,-95.587,-1.317,2000.0,3.23603517993579e-10
HD 38858,1636148068921376768,Gaia DR3 3023711269067191296,3023711269067191296,1745892052,2016.0,15.2,87.1458581131804,0.023475036,-4.095664047742020,0.022489948,65.74459508507030,0.030716265,2140.3838,1.0174928,237.37677,61.42699725421630,0.027110264,-229.29120099564300,0.023496654,0.020265702,-0.059470806,-0.35001302,0.116193846,-0.3481284,0.09815312,-0.6923904,0.23409237,0.3804595,0.01989299,354,354,342,12,0.47850397,2497.5183,0.2125015,0.003,79.08472,31,TRUE,1.5593567,,,,,,,,40,19,0.03927266,40,27,12,0.015577344,17.100527,0,0,,,,,,,,,FALSE,345,8.96591093830029e+07,29450.18,3044.4333,5.805881,39,4.825435680443e+07,39136.28,1232.9827,6.1297007,38,5.94021362828735e+07,55563.867,1069.0785,5.3133903,1.2007313,0,0,0,0,0,0.8163104,0.32381964,0.49249077,31.419485,0.12071104,1,21,0,12,900.3636,,0.37043923,944.26056,0.55848503,5750.0,4.5,-0.25,222,,,,5.1322803,0.00533968,21,,NOT_AVAILABLE,209.37917598617000,-15.842062314933800,86.7900832219783,-27.503148375092300,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.2558453e-13,6.272884e-13,0.9976672,5647.247,5645.939,5648.3726,4.4267,4.4256,4.4275,-0.5255,-0.5343,-0.5168,15.2071,15.1987,15.2176,0.0,0.0,1e-04,0.0,0.0,1e-04,0.0,0.0,1e-04,MARCS,87.14558439635,-4.09464494104,65.7446,61.427,-229.291,31.456,2000.0,7.24355168742215e-08
epsilon Eri,1636148068921376768,Gaia DR3 5164707970261890560,5164707970261890560,564182683,2016.0,3.2,53.22829341517550,0.12144193,-9.458168216292320,0.09303789,310.5772928005820,0.13549915,2292.0977,2.7166147,974.9817,-974.758145249517,0.15972257,20.875840089774200,0.120366044,-0.22004007,0.07185847,0.23657887,0.028540032,-0.15420191,0.04725629,0.38877603,-0.28245422,0.07458525,-0.27822775,256,256,250,6,31.407982,56334.438,1.0014182,0.003,1968.9072,95,FALSE,,1.5686907,0.026250629,-0.057962082,0.027690543,-0.15672539,0.12809649,-0.24799758,30,15,0.23341273,30,30,0,0.018614754,104.84425,0,0,,,,,,,,,FALSE,229,7.73830737461312e+08,972291.56,795.8834,3.465752,28,3.48688628610258e+08,2917142.0,119.53091,3.9824479,28,5.78492973656192e+08,1454715.8,397.66736,2.8421502,1.198171,0,0,0,0,0,1.1402977,0.516696,0.6236017,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,195.84123603492400,-48.05499172220220,48.16309824754300,-27.714507495356800,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4.9682797e-10,3.0250816e-10,0.99984336,5002.0435,4997.3774,5007.1123,4.5631,4.5504,4.5742,0.1258,0.0875,0.147,3.2179,3.2133,3.2218,0.0,0.0,1e-04,0.0,0.0,1e-04,0.0,0.0,1e-04,MARCS,53.23268537982790,-9.458260970518060,310.5773,-974.758,20.876,16.376,2000.0,3.65441873778262e-07
HD 202628,1636148068921376768,Gaia DR3 6577318075351824512,6577318075351824512,1655588707,2016.0,23.8,319.61510203083500,0.014302909,-43.334555635071600,0.011143455,42.02738752624140,0.020996012,2001.6843,0.9381807,242.92487,241.97817465600500,0.015308233,21.4254775956858,0.013278662,0.29791626,0.05203345,-0.022042133,-0.5095095,0.15936542,-0.4285386,-0.5763525,-0.29969382,0.11867606,0.09310832,513,513,511,2,-1.9664762,1383.9972,0.10872471,0.003,19.134285,31,TRUE,1.5622793,,,,,,,,58,18,0.02334287,65,31,8,0.056194477,174.8189,0,0,,,,,,,,,TRUE,535,4.32237906448631e+07,6511.9614,6637.599,6.5980597,60,2.34988324223486e+07,10308.385,2279.5842,6.9109263,54,2.85088784713898e+07,17678.127,1612.664,6.110445,1.2032195,0,0,0,0,0,0.8004813,0.3128667,0.48761463,11.94833,0.12009703,1,34,0,13,798.3638,0.07698864,0.13474685,979.5925,0.82894707,5750.0,4.5,0.0,222,7.07656,0.7219524,32,5.9348383,0.0047603697,34,,NOT_AVAILABLE,357.65305419806700,-44.45051419478480,308.1484668860420,-26.242318424466800,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.1961469e-13,5.974694e-13,0.9982583,5688.8027,5687.6875,5689.599,4.3894,4.3882,4.3902,-0.484,-0.4901,-0.479,23.7847,23.7689,23.821,0.0,0.0,1e-04,0.0,0.0,1e-04,0.0,0.0,1e-04,MARCS,319.61362343625000,-43.334650850680000,42.0274,241.978,21.425,12.071,2000.0,2.53932348658256e-08
HD 92945,1636148068921376768,Gaia DR3 5455707157211784832,5455707157211784832,167155576,2016.0,21.5,160.86670251334400,0.010137649,-29.064508603284200,0.014039605,46.49314598007360,0.019844668,2342.8533,0.98025006,221.18405,-215.48354092175200,0.013714563,-49.892190985041200,0.017453792,-0.3121219,0.09157005,0.0045134528,0.10185171,-0.0301742,0.14213283,0.18561746,0.006156939,-0.15195231,-0.28981212,539,539,537,2,-0.62592494,1154.9281,0.11745193,0.003,14.261631,31,TRUE,1.5047137,,,,,,,,61,20,0.025551805,72,24,4,0.038882155,11.148667,0,0,,,,,,,,,TRUE,604,1.90845742019404e+07,5972.859,3195.216,7.4856606,65,9190807.070604970,10987.121,836.5073,7.930158,63,1.41099262945603e+07,11286.395,1250.1713,6.8740835,1.2209197,0,2,0,0,0,1.0560746,0.4444976,0.61157703,22.5697,0.12848103,1,28,0,16,511.63196,1.6103061,0.004846421,898.10315,1.0724487,5250.0,4.5,0.0,222,10.136952,0.9250874,24,6.648796,0.005101214,28,,VARIABLE,271.920727777185,25.99208337404400,175.18137279679300,-34.032795264347900,FALSE,FALSE,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.160294e-13,5.7956103e-13,0.99861324,5123.2,5116.4854,5126.2554,4.5327,4.5261,4.5614,0.0113,-0.0064,0.0717,21.4291,21.3751,21.4799,3e-04,0.0,6e-04,2e-04,0.0,5e-04,1e-04,0.0,3e-04,PHOENIX,160.86779820989,-29.06428685193,46.4931,-215.484,-49.892,22.881,2000.0,3.39374460344473e-08
HD 53143,1636148068921376768,Gaia DR3 5479222240596469632,5479222240596469632,1133152626,2016.0,18.3,104.99706286126700,0.014808462,-61.33500424765100,0.015514178,54.52523915853710,0.014525614,3753.7305,1.0370343,310.3879,-161.87264540008800,0.016419504,264.83561051555000,0.017393785,0.18978275,0.23041682,-0.12091576,-0.06638757,0.18358807,0.027574496,-0.5076862,0.21219338,-0.0019983728,0.0024820494,277,277,276,1,0.88559073,869.07184,0.11872619,0.002,17.32089,31,TRUE,1.5252026,,,,,,,,31,23,0.025819108,33,17,8,0.016159343,17.21804,0,0,,,,,,,,,FALSE,283,4.25083601341621e+07,20751.953,2048.4028,6.616181,32,2.14736171227324e+07,44331.613,484.3861,7.008779,30,3.00341548589134e+07,38128.688,787.7049,6.053857,1.2117093,0,0,0,0,0,0.9549222,0.39259815,0.56232405,22.031446,0.12571768,1,12,0,11,482.84903,-0.69898117,0.5731272,879.0857,0.58605385,5500.0,4.5,0.25,222,7.637909,0.6248411,12,5.8555007,0.0066551603,12,,VARIABLE,271.6535424523870,-22.592501218491400,148.4922795568920,-81.62834933153630,FALSE,FALSE,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.0885115e-13,5.43706e-13,0.99932396,5300.3193,5295.5874,5301.6904,4.4537,4.4516,4.4549,0.109,0.0904,0.1141,18.3191,18.3078,18.3294,0.0,0.0,1e-04,0.0,0.0,1e-04,0.0,0.0,1e-04,MARCS,104.99856271477200,-61.33618128654610,54.5252,-161.873,264.836,22.04,2000.0,3.99073099237642e-08
HD 166,1636148068921376768,Gaia DR3 2860924621205256704,2860924621205256704,1282110880,2016.0,13.8,1.655198904590880,0.018243853,29.02071363055180,0.012286662,72.64189108452180,0.029208586,2487.0046,0.85639465,419.65326,380.1592537624840,0.033553086,-177.729603753582,0.01672937,0.16389804,-0.0646238,0.033601455,0.014550312,-0.0707514,0.011788711,0.08123215,-0.33232996,0.0048998254,-0.26355743,327,327,323,4,-3.6878793,1345.4072,0.15061994,0.002,32.776974,31,TRUE,1.5407946,,,,,,,,37,17,0.047461092,45,10,21,0.017352594,153.02318,0,0,,,,,,,,,FALSE,363,8.38718230585062e+07,32186.857,2605.7786,5.878327,40,4.31885392799889e+07,68375.47,631.63794,6.250121,37,5.83324908474894e+07,131843.53,442.43726,5.3331194,1.2104307,0,0,0,0,0,0.9170017,0.37179422,0.5452075,-6.754061,0.11657183,1,26,0,12,998.33716,,0.98039347,721.56036,0.47064257,5500.0,4.5,0.0,222,7.3970246,0.8617139,23,5.142883,0.005002454,26,,NOT_AVAILABLE,111.26536603479800,-32.83371535702780,13.889688334144300,25.788289940584900,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.05447355e-13,5.267042e-13,0.9996609,5405.125,5397.765,5413.698,4.4601,4.4441,4.4806,0.0824,0.0383,0.1392,13.7606,13.738,13.783,1e-04,0.0,3e-04,1e-04,0.0,2e-04,0.0,0.0,1e-04,MARCS,1.6532666952450000,29.021503526080600,72.6419,380.159,-177.73,-6.57,2000.0,3.55825821898086e-08
HD 23484,1636148068921376768,Gaia DR3 4856592239127350400,4856592239127350400,670387014,2016.0,16.2,56.0394043824196,0.011695951,-38.280484230845900,0.012762011,61.844397847782300,0.015384562,4019.8997,1.011423,356.94382,209.05794687020200,0.015529059,289.31584899741200,0.020032994,-0.13441521,-0.014643846,0.17831977,0.03315974,-0.020531077,0.027850093,-0.08768121,0.20310403,-0.016646849,-0.16661079,407,407,406,1,0.34642264,1146.4099,0.12321538,0.002,17.85477,31,TRUE,1.5073562,,,,,,,,46,29,0.028244013,50,13,12,0.029243464,147.46837,0,0,,,,,,,,,FALSE,439,3.7540928289558e+07,10725.834,3500.0476,6.7511044,49,1.81621392577458e+07,21596.436,840.9786,7.1906247,45,2.76206305462759e+07,28815.463,958.53503,6.1448116,1.2195429,0,0,0,0,0,1.0458131,0.43952036,0.6062927,29.351315,0.12038499,1,23,0,19,650.0034,-0.62511045,0.46363372,802.73334,0.5353794,5250.0,4.5,0.0,222,6.2081513,0.9019922,22,5.9274693,0.004881674,23,,NOT_AVAILABLE,241.32387437182100,-52.366595103305500,38.66960362669750,-55.83032037574230,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.3750302e-13,6.868207e-13,0.99648726,5048.038,5045.705,5050.161,4.4868,4.4859,4.4876,-0.3352,-0.3417,-0.3291,16.1655,16.1611,16.1703,0.0,0.0,1e-04,0.0,0.0,1e-04,0.0,0.0,1e-04,PHOENIX,56.03822071647670,-38.2817700731175,61.8444,209.058,289.316,29.616,2000.0,5.11526228255693e-08
HD 35650,1636148068921376768,Gaia DR3 4819591920506512768,4819591920506512768,1392481269,2016.0,17.5,81.12595314463760,0.012303572,-38.96990653268170,0.014361449,57.270606177637400,0.014881593,3848.419,1.0809764,71.71608,43.15888445933030,0.014834471,-57.27570674197480,0.01650472,-0.051559716,0.028780246,0.012520753,0.13567285,-0.034110725,0.16953084,-0.32483605,0.1805986,-0.099352926,-0.17127623,357,357,355,2,2.1397104,803.50525,0.110760674,0.002,12.004116,31,TRUE,1.4094206,,,,,,,,40,25,0.0245905,44,17,1,0.06860574,139.7612,0,0,,,,,,,,,FALSE,378,7230550.617525170,3575.7031,2022.1339,8.539438,43,2669291.397579340,4940.6895,540.26697,9.2725525,42,6543859.606499150,7586.3145,862.58746,7.7083106,1.2741977,0,0,0,0,0,1.5642419,0.73311424,0.83112764,32.17884,0.14946383,1,13,5,12,245.71704,0.84252614,0.09399765,789.3834,0.9232769,4750.0,5.0,0.25,222,10.242854,0.820397,8,7.379101,0.008131085,8,,NOT_AVAILABLE,243.61039501191300,-32.8877006310723,75.22109500477060,-61.95467759450170,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.0589242e-13,5.289273e-13,0.99961686,4265.911,4254.201,4273.686,4.6214,4.608,4.6401,0.1462,0.061,0.2285,17.4917,17.3955,17.8578,0.0028,7e-04,0.0118,0.0021,5e-04,0.0087,0.0011,3e-04,0.0047,PHOENIX,81.12570642031,-38.96965196607,57.2706,43.159,-57.276,32.264,2000.0,1.78773238174066e-08
GJ 581,1636148068921376768,Gaia DR3 6322070093095493504,6322070093095493504,1320391257,2016.0,6.3,229.85630133329200,0.026961956,-7.722707024157900,0.020996986,158.71827296463200,0.030101538,5272.763,1.3033525,1225.1418,-1221.2776289653700,0.03665181,-97.22923861858030,0.026740635,0.03905177,-0.26397896,0.083152816,0.17905544,-0.15679578,0.21542,0.010084815,-0.29525104,-0.050984614,0.022788309,192,192,192,0,5.6385136,1122.5996,0.19134389,0.001,35.660824,31,TRUE,1.2821232,,,,,,,,22,14,0.05148336,23,8,2,0.011496769,57.032246,0,0,,,,,,,,,FALSE,185,3207981.196774660,1976.6583,1622.9315,9.421787,21,645735.8053862060,1042.6299,619.3337,10.813405,21,3966646.020554580,1856.8956,2136.1707,8.251837,1.4377834,0,1,0,0,0,2.5615683,1.3916178,1.1699505,-9.745852,0.15540636,1,12,3,10,195.53186,-3.1428182,0.12624983,775.8908,0.8210592,3500.0,4.5,0.0,440,,,,7.7002974,0.0077416133,7,,NOT_AVAILABLE,354.07215955069100,40.02218731174600,229.51643365589400,10.254714494326000,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.1961469e-13,5.974694e-13,0.9982583,3110.4065,3109.4316,3112.2974,4.2666,4.2625,4.2781,-0.849,-0.8534,-0.8353,6.2984,6.2919,6.3002,0.0,0.0,1e-04,0.0,0.0,1e-04,0.0,0.0,1e-04,PHOENIX,229.86177891146000,-7.722274860407220,158.7183,-1221.278,-97.229,-9.24,2000.0,1.48219531457292e-07
AU Mic,1636148068921376768,Gaia DR3 6794047652729201024,6794047652729201024,1106104175,2016.0,9.7,311.2911826481040,0.0173317,-31.3425000799281,0.011309021,102.9431913175490,0.023112189,4454.065,0.92735684,456.99756,281.31903452626200,0.021952942,-360.14771869635400,0.019214228,0.30094808,0.195927,-0.15615486,-0.22331125,0.048938222,-0.1302478,0.01307075,-0.3286979,-0.38361084,0.4235811,405,405,404,1,-2.054172,661.34467,0.09781371,0.001,6.1085076,31,TRUE,1.3316432,,,,,,,,46,19,0.035315115,59,12,2,0.01406628,35.309334,1,0,,,,,,,,,FALSE,460,1.37268498916523e+07,11006.88,1247.1155,7.8434396,53,3727644.4209089800,8432.241,442.07043,8.909956,53,1.51253528199508e+07,18717.854,808.0709,6.7986317,1.3734394,0,11,0,0,0,2.1113243,1.0665164,1.0448079,-6.8976626,0.366353,1,26,0,17,575.51086,0.40394524,1.2310867e-06,973.07513,7.116991,3800.0,4.5,-0.25,101,,,,6.3268723,0.0054319235,26,,NOT_AVAILABLE,12.652982720029100,-36.80405271984330,305.31072498126100,-12.824705950146100,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.1961469e-13,5.974694e-13,0.9982583,,,,,,,,,,,,,,,,,,,,,,,311.28971873921600,-31.34089941384470,102.9432,281.319,-360.148,-4.71,2000.0,3.14337077659611e-08
TWA 7,1636148068921376768,Gaia DR3 5444751795151523072,5444751795151523072,1037445537,2016.0,17558.0,160.62596805695200,0.13516963,-33.67168881115280,0.15561946,0.05695407105663680,0.18591778,0.3063401,0.98908514,5.111575,-4.31789357741276,0.18524057,2.735689197112080,0.23958825,0.10483797,-0.105655566,0.4709585,0.2831197,-0.20843923,0.1290222,-0.18588033,-0.051675398,-0.16865696,0.30021635,213,0,212,1,-0.1891082,209.37488,0.0,0.000,0.0,95,FALSE,,1.4419959,0.036865424,-0.19337451,0.09697705,-0.04570243,-0.10409248,-0.094776526,25,16,0.35394898,29,19,2,0.03179168,112.36236,0,3,0.311226,0.23838885,0.19982684,0.37056217,-42.729202,87.47807,40.99634,-17.843994,FALSE,207,953.9403645091200,3.2391775,294.5008,18.238564,10,1238.8698200742700,202.25409,6.125314,17.605978,9,4138.755904441980,702.1576,5.8943405,15.705721,5.6372766,0,0,1,0,0,1.9002571,-0.6325855,2.5328426,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,274.34051960280300,21.944546031475100,177.61091489810500,-38.20668158850380,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,7.298443e-10,0.9346068,0.06539318,,,,,,,,,,,,,,,,,,,,,,,160.62542455365000,-33.67117494589,29.3277,-118.751,-19.648,11.796,2000.0,0.0010688922282230000
WSB 82,1636148068921376768,Gaia DR3 6047849659746472576,6047849659746472576,1100291175,2016.0,3452.9,249.93828839361700,0.97491133,-24.034553273316000,0.59824383,0.28961495030568300,1.6046259,0.18048751,0.9825425,7.795653,-6.769953255213330,1.8207483,-3.8652215969871700,1.3679438,0.048710614,-0.43175268,-0.35510734,0.36289483,-0.17721882,-0.05931187,-0.09897542,0.6712905,-0.7032073,-0.5312901,167,0,167,0,-0.2770301,166.0079,0.0,0.000,0.0,95,FALSE,,1.4450548,0.23555017,0.020326387,0.10978178,-0.16803014,-0.30008543,0.25010517,19,10,2.9679356,19,12,0,0.046338137,3.727321,0,5,0.26570925,0.49729812,0.210924,0.29691344,-148.83243,5.8735905,-30.740513,-37.824146,FALSE,164,121.69030806413300,1.4540212,83.69225,20.474226,8,91.60524919936430,19.529953,4.6905003,20.43374,7,447.3137304596150,29.962313,14.929213,18.121365,4.4286103,0,0,0,0,0,2.312376,-0.040485382,2.3528614,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,355.4060208314270,14.835353794219800,251.73238004521000,-1.8585610657571400,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3796889e-08,4.4272238e-05,0.99994546,,,,,,,,,,,,,,,,,,,,,,,249.93934696005,-24.0344125256,6.8599,-6.201,-22.26,0.0,2000.0,9.40159212186086e-04
RX J1615.3-3255,1636148068921376768,Gaia DR3 6035606597776159232,6035606597776159232,1402151806,2016.0,-3946.5,243.833967273097,0.3525933,-32.91731473286360,0.22532843,-0.25339089580139800,0.33661935,-0.752752,0.9700845,5.5585294,-3.9820956007387300,0.6193649,-3.878164738382090,0.44902262,-0.24173504,0.19869976,0.3970651,0.0644676,-0.20368426,0.104588896,0.70763826,0.07534321,-0.19564626,-0.0148669155,385,0,383,2,-0.80132437,370.6785,0.0,0.000,0.0,95,FALSE,,1.4198439,0.0503246,-0.09405808,0.18130669,-0.1452088,-0.12711549,-0.042555477,45,12,0.8695917,49,16,1,0.04806827,7.888401,2,24,0.51669395,0.72284454,0.46981874,0.38925034,2.420582,17.983515,8.168485,20.066452,FALSE,385,423.4685709152450,2.14571,197.35591,19.120314,5,1428.3937231413300,205.3603,6.9555492,17.451422,5,2722.1355060688300,418.35928,6.5066934,16.160622,9.801269,0,2,0,2,0,1.2908001,-1.6688919,2.959692,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,344.9166806413200,12.863718666412400,247.80722884451900,-11.47200846653260,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0530967e-10,0.49818334,0.5018167,,,,,,,,,,,,,,,,,,,,,,,243.83430901278,-32.91808267552,6.4274,-8.205,-23.41,0.0,2000.0,9.07229400868702e-04
