target_id,solution_id,designation,source_id,random_index,ref_epoch,Distance,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,ruwe,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,excess noise in au,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
HD 206893,1636148068921376768,Gaia DR3 6843672087120107264,6843672087120107264,46616501,2016.0,40.8,326.3417007918160,0.026804391,-12.783352283336600,0.022640178,24.527534260182900,0.035447113,691.9473,1.1235642,94.11285,94.11170797027060,0.035470434,-0.4633855782241900,0.025660403,0.3952308,0.26913726,-0.23205219,-0.22247428,0.41221914,-0.3233883,-0.81118035,-0.5225791,-0.33665788,0.429687,390,390,390,0,3.3858008,1776.2584,0.1741235,0.007,39.53693,31,TRUE,1.61651,,,,,,,,44,15,0.056845784,48,35,7,0.05367297,162.96475,0,0,,,,,,,,,FALSE,418,4.37085215100025e+07,7174.2573,6092.4106,6.585952,46,2.60739261722106e+07,12346.962,2111.7686,6.798026,46,2.59228316074615e+07,12408.301,2089.1523,6.2136893,1.1896251,0,0,0,0,0,0.58433676,0.21207428,0.37226248,-11.798612,0.14028391,1,34,0,11,747.2737,2.6439176,1.3600204e-05,871.45856,1.7764072,6500.0,4.5,0.0,222,30.68167,0.58368564,34,6.0672836,0.0045632455,34,,NOT_AVAILABLE,41.69493973776650,-44.2780080354583,324.2707153144810,0.6871100382657740,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.7274074e-13,8.6283124e-13,0.9929991,6448.214,6447.1978,6449.201,4.1283,4.1264,4.1304,-0.8172,-0.8244,-0.8081,40.6613,40.5834,40.7309,0.0,0.0,1e-04,0.0,0.0,1e-04,0.0,0.0,1e-04,A,326.34127188872,-12.783350223510000,24.5275,94.112,-0.463,-12.45,2000.0,5.97353665419496e-09
PDS 66,1636148068921376768,Gaia DR3 5844296281847839232,5844296281847839232,722029825,2016.0,97.9,200.53093594724100,0.010051222,-69.63681651517150,0.010556281,10.215168400888300,0.012488304,817.9789,0.9630473,43.256275,-38.35303862364930,0.0117863845,-20.003747157619000,0.015300022,0.120695904,-0.12560864,-0.5121131,-0.10772054,0.041648407,-0.06534242,-0.012871442,0.15668583,0.16768827,0.17746249,408,408,399,9,-1.0200578,686.03955,0.07214221,0.007,6.2101846,31,TRUE,1.4556364,,,,,,,,46,28,0.02181086,53,21,3,0.012972673,131.2055,0,0,,,,,,,,,TRUE,446,1931032.7360505600,4051.7476,476.59256,9.972893,49,828187.1292560810,5531.23,149.7293,10.543221,49,1605138.4215677600,8600.593,186.63113,9.234115,1.2601161,0,0,0,0,0,1.3091068,0.5703287,0.7387781,7.204904,1.6460346,1,6,1,6,65.211,7.4025507,8.8727203e-10,832.53906,7.725024,4750.0,4.5,0.5,222,,,,8.912533,0.019547356,3,,VARIABLE,305.6139235192390,-6.925017352480580,236.0968987714190,-54.25265426358570,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.0525818e-13,5.2575934e-13,0.9996796,5110.0093,5081.347,5142.7734,4.1515,4.1451,4.1678,-0.578,-0.5901,-0.532,97.8118,97.5648,98.0924,0.7645,0.742,0.7879,0.6052,0.5867,0.6243,0.3269,0.3169,0.3372,MARCS,200.53142581026,-69.63672760881,10.2152,-38.353,-20.004,11.6,2000.0,5.5211490083658e-10
61 Vir,1636148068921376768,Gaia DR3 3507879565090229888,3507879565090229888,87659214,2016.0,8.5,199.596298132351,0.103657864,-18.31592210064550,0.10994823,117.1726460991390,0.1455929,804.7965,1.1792638,1509.008,-1070.2015735200100,0.15287328,-1063.8486605375700,0.12301945,-0.43497714,0.12202748,0.029260473,0.18290614,-0.47845954,0.20129958,-0.76577866,-0.06776865,0.5271994,-0.49559152,292,292,283,9,4.138082,37864.76,0.817024,0.007,1110.9211,31,FALSE,1.5420825,,,,,,,,33,14,0.24639705,36,24,9,0.02603735,29.752409,0,0,,,,,,,,,FALSE,279,2.89691259431813e+08,233903.33,1238.5085,4.5325284,35,1.49124064655402e+08,79730.18,1870.359,4.904673,32,1.97999497246051e+08,784462.0,252.40164,4.006235,1.1982535,0,0,0,0,0,0.898438,0.3721447,0.5262933,-7.864339,0.12939139,1,16,0,9,1410.7529,,0.040838297,794.9567,0.7313957,5500.0,4.5,0.0,222,5.8183503,0.78720623,16,3.8361654,0.0061197127,16,,NOT_AVAILABLE,311.85153103899100,44.088630038464000,205.00456304371100,-9.303990509664490,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.1064666e-13,5.526745e-13,0.99914616,,,,,,,,,,,,,,,,,,,,,,,199.60130827686300,-18.311193819050600,117.1726,-1070.202,-1063.849,-7.824,2000.0,2.11350210118374e-07
HD 10647,1636148068921376768,Gaia DR3 4912580642524184960,4912580642524184960,460144648,2016.0,17.3,25.62339159017510,0.030040072,-53.74129984828600,0.036818907,57.640899065213300,0.045253456,1273.7347,0.87479657,196.72018,166.04054972266200,0.033571344,-105.4958102197810,0.046347115,0.01883316,-0.14022087,0.010220421,0.05631196,-0.16369899,-0.028403522,0.3316773,1.5114421e-05,-0.4647072,-0.06223049,327,327,316,11,-3.164908,5748.584,0.38611683,0.007,217.51466,31,TRUE,1.5864972,,,,,,,,37,24,0.067776404,50,14,27,0.012340746,30.083584,0,0,,,,,,,,,FALSE,411,1.32343652724286e+08,54907.246,2410.313,5.383109,46,7.45576039347676e+07,46790.668,1593.429,5.6573124,42,8.3259619984716e+07,103258.74,806.3203,4.9468093,1.1924804,0,0,0,0,0,0.7105031,0.2742033,0.4362998,27.639664,0.123256646,1,23,0,15,1094.0503,,0.36876696,999.36774,0.78608894,6250.0,4.5,0.0,222,6.893857,0.6178761,15,4.800622,0.0047977515,23,,NOT_AVAILABLE,286.89635912486000,-61.768680177170700,350.82964315929700,-57.30463246497010,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.2558453e-13,6.272884e-13,0.9976672,6011.649,6010.5234,6012.89,4.2348,4.2327,4.2371,-0.5036,-0.5136,-0.4933,17.3436,17.331,17.3563,0.0,0.0,1e-04,0.0,0.0,1e-04,0.0,0.0,1e-04,MARCS,25.62214382373,-53.74083095924,57.6409,166.041,-105.496,27.662,2000.0,4.63507226925452e-08
HD 181327,1636148068921376768,Gaia DR3 6643589352010758400,6643589352010758400,231475569,2016.0,47.8,290.745785785032,0.01754473,-54.538414066989400,0.01777768,20.930631023118700,0.028598385,731.8816,0.9608335,85.73212,24.402797199941600,0.021980658,-82.18575722363540,0.016334595,-0.05584255,0.22869448,-0.36547226,0.25018296,-0.48974267,0.45160818,0.009368904,-0.6035892,0.014515462,-0.019616595,267,267,266,1,-0.871616,737.55634,0.1375782,0.007,18.595636,31,TRUE,1.6090795,,,,,,,,30,17,0.035514392,32,12,13,0.025880821,162.18726,0,0,,,,,,,,,FALSE,276,3.16562810118907e+07,6570.837,4817.694,6.9362173,31,1.86601589794866e+07,15760.54,1183.9796,7.161254,26,1.9001761265725e+07,14839.071,1280.5222,6.550911,1.189714,0,0,0,0,0,0.610343,0.22503662,0.38530636,0.07390876,0.13064632,1,12,0,11,379.46573,-0.88342965,0.68162656,947.966,0.58617765,6500.0,4.5,0.0,222,18.313887,0.47908336,12,6.4062276,0.0048445645,12,,NOT_AVAILABLE,342.77846318484300,-26.247260379506900,284.04045008193400,-32.105739332670800,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.7308995e-13,8.6457566e-13,0.99296397,6375.009,6372.871,6377.673,4.229,4.2233,4.2401,-0.2364,-0.277,-0.1607,47.6277,47.4278,47.7398,4e-04,0.0,0.0011,3e-04,0.0,0.001,2e-04,0.0,5e-04,MARCS,290.74559884271,-54.538048796840000,20.9306,24.403,-82.186,-0.25,2000.0,2.07222714250223e-09
HD 141943,1636148068921376768,Gaia DR3 5995577807512547712,5995577807512547712,936258464,2016.0,60.1,238.36345572859600,0.017972976,-42.267155604885700,0.013252349,16.627146786380400,0.022052994,753.9632,0.9019265,78.55695,-43.23637191046240,0.024364738,-65.58818855627760,0.018261958,-0.25172883,-0.21886827,0.15679663,-0.033652432,0.21829832,0.042378142,0.4955992,-0.10502251,0.12712713,-0.025859345,374,374,373,1,-2.681595,653.6664,0.09817418,0.006,6.4048905,31,TRUE,1.5550475,,,,,,,,42,18,0.033915956,45,10,0,0.01026702,69.31695,0,0,,,,,,,,,FALSE,388,1.43601408875662e+07,12451.307,1153.304,7.7944703,44,7688174.678531570,20824.533,369.18832,8.123984,42,9621300.62805167,21454.506,448.4513,7.289811,1.2053834,0,7,0,0,0,0.8341732,0.32951403,0.5046592,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,335.2285292784230,8.911061799635920,245.34308803329700,-21.498107788159300,FALSE,FALSE,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.3750302e-13,6.868207e-13,0.99648726,5653.1406,5641.0625,5669.1426,4.0006,3.9945,4.0103,-0.3544,-0.3606,-0.3343,60.3669,59.8891,60.653,0.0666,0.0587,0.0767,0.0557,0.0491,0.0643,0.03,0.0264,0.0346,MARCS,238.36371539942000,-42.26686410153,16.6271,-43.236,-65.588,-1.7,2000.0,1.45778878055092e-09
HD 170773,1636148068921376768,Gaia DR3 6723753061177741312,6723753061177741312,1099192621,2016.0,36.9,278.25431992088200,0.029901627,-39.892376094961400,0.022239745,27.074940281554600,0.030011224,902.1605,0.9481802,117.66542,86.35334912822490,0.039154325,-79.92652570898930,0.029298881,-0.14416015,-0.30017444,0.200249,-0.2926244,-0.18711065,-0.2122917,-0.03394063,-0.042443547,0.20756866,-0.3706721,133,133,131,2,-0.78789115,557.086,0.1579875,0.006,21.147787,31,TRUE,1.6187818,,,,,,,,15,11,0.058523968,17,4,4,0.13225722,3.9139476,0,0,,,,,,,,,FALSE,148,6.71858865783198e+07,25177.525,2668.4866,6.1191716,15,4.01991833555152e+07,54235.805,741.1927,6.327999,14,3.9359664703894e+07,23782.74,1654.9677,5.7602673,1.1841601,0,0,0,0,0,0.56773186,0.2088275,0.35890436,-17.747908,0.15660599,1,7,0,7,393.50134,-0.66142774,0.59189147,801.38873,0.6146984,6750.0,4.5,0.0,222,46.07182,0.92040664,7,5.6387024,0.008650353,7,,NOT_AVAILABLE,354.86803655421300,-13.746080152798300,276.6017767298690,-16.642071580291400,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.0964923e-13,5.4769237e-13,0.9992449,6509.0425,6506.8345,6511.101,4.1233,4.1205,4.1265,-0.4328,-0.4481,-0.4192,36.8904,36.8502,36.931,0.0,0.0,1e-04,0.0,0.0,1e-04,0.0,0.0,1e-04,A,278.25381970894,-39.892020867490000,27.0749,86.353,-79.927,-16.55,2000.0,7.96863333662031e-09
TWA 7,1636148068921376768,Gaia DR3 5444751795151480320,5444751795151480320,115670073,2016.0,34.1,160.62479038000900,0.016587416,-33.67126227095640,0.01950724,29.32767206565100,0.027281767,1074.9917,1.1870896,120.365005,-118.75057501508000,0.022948975,-19.647775126946900,0.025857016,-0.2357867,-0.06334758,-0.14654782,0.20039047,-0.20880874,0.23110764,0.09934153,-0.17820765,-0.28707245,-0.17852868,303,303,302,1,4.4556155,1254.3914,0.16876379,0.006,32.5743,31,TRUE,1.2848673,,,,,,,,35,18,0.037659477,44,18,3,0.012095798,153.5952,1,0,,,,,,,,,FALSE,360,1042326.154199760,1753.7992,594.3247,10.642358,39,216296.36543337400,2193.1838,98.622086,12.000919,40,1277583.7579046200,5812.077,219.81535,9.481922,1.4332175,0,0,0,0,0,2.5189972,1.3585615,1.1604357,10.805363,4.405266,1,21,3,14,144.49803,7.6907644,0.54824084,896.92957,3.9251575,3600.0,4.5,0.0,111,,,,8.948823,0.0111444425,14,156.9061,NOT_AVAILABLE,274.339376465271,21.944410881849100,177.60955980193900,-38.20677487357030,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.0202512e-11,5.0961034e-11,1.0000273e-06,,,,,,,,,,,,,,,,,,,,,,,160.62542455365000,-33.67117494589,29.3277,-118.751,-19.648,11.796,2000.0,2.79232191506536e-09
HD 191089,1636148068921376768,Gaia DR3 6847146784384459648,6847146784384459648,87167212,2016.0,50.1,302.2719316547330,0.01687128,-26.224333009658200,0.013579282,19.957325086214100,0.021367421,934.0072,0.8782802,78.562164,40.33578487499660,0.021192247,-67.41690060565290,0.014353083,0.22309066,-0.03209959,-0.045000203,-0.078450084,-0.23025708,0.0052342885,0.26345247,-0.43972844,-0.08793194,0.17363364,279,279,275,4,-2.8605485,609.8899,0.11276691,0.006,11.01528,31,TRUE,1.6094171,,,,,,,,32,18,0.030576052,32,8,4,0.019657392,102.3379,0,0,,,,,,,,,FALSE,269,2.78135171234189e+07,6789.3325,4096.65,7.076727,29,1.64305505457443e+07,13534.3545,1213.9885,7.299412,27,1.66757893373192e+07,9070.071,1838.551,6.6926794,1.1902968,0,0,0,0,0,0.60673237,0.22268486,0.3840475,-6.134498,0.1540332,1,17,0,14,421.35712,0.66462535,0.059981212,900.63635,1.1635165,6500.0,4.5,0.0,222,35.01127,1.3596371,17,6.555162,0.0073631536,17,,NOT_AVAILABLE,16.015601271497900,-27.829917291293100,298.788483327074,-5.952948698248210,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.1961469e-13,5.974694e-13,0.9982583,6348.191,6345.313,6352.378,4.2002,4.1918,4.2044,-0.7017,-0.874,-0.6367,49.9584,49.8341,50.0504,6e-04,0.0,0.0019,6e-04,0.0,0.0017,3e-04,0.0,9e-04,A,302.27173181612,-26.22403337938,19.9573,40.336,-67.417,-5.39,2000.0,2.38272549233447e-09
HD 104860,1636148068921376768,Gaia DR3 1681330368961561984,1681330368961561984,1726947896,2016.0,45.2,181.13991291135700,0.015071231,66.33681655718990,0.015540124,22.126619970587200,0.019062582,1160.7357,0.9795981,77.01295,-57.10539249643110,0.018686697,51.67173048167230,0.02077733,0.11234795,-0.28590745,-0.035377692,-0.10036439,-0.20648003,-0.21016312,0.22430936,0.14897005,-0.28588855,0.0596309,365,365,365,0,-0.52447367,773.0247,0.12485286,0.006,10.305086,31,TRUE,1.5754023,,,,,,,,42,28,0.029406494,51,18,0,0.03495042,93.37783,0,0,,,,,,,,,FALSE,413,1.46748151594249e+07,6249.094,2348.3108,7.770935,49,8169176.584132420,10474.459,779.91394,8.058097,45,9448783.282529840,10268.749,920.1494,7.309456,1.2005576,0,49,0,45,0,0.748641,0.28716183,0.4614792,-11.780208,0.1530677,1,29,0,23,412.16638,3.7468748,6.0582175e-07,966.8961,1.8119965,6000.0,4.5,0.0,222,17.33346,1.368737,28,7.143659,0.004835551,29,,VARIABLE,130.2369179497240,50.121295267314100,138.34149646482200,57.513391162953000,FALSE,FALSE,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.7308995e-13,8.6457566e-13,0.99296397,5873.7334,5872.5083,5875.1006,4.3068,4.3058,4.3087,-0.424,-0.4268,-0.4157,45.0917,45.0356,45.1403,1e-04,0.0,3e-04,1e-04,0.0,3e-04,0.0,0.0,2e-04,MARCS,181.14054525825000,66.33658690477,22.1266,-57.105,51.672,-12.04,2000.0,2.86038627986145e-09
TW Hya,1636148068921376768,Gaia DR3 5401795662560500352,5401795662560500352,669105901,2016.0,60.1,165.46590290601400,0.009816033,-34.704793228437400,0.010673655,16.628881208611300,0.015042874,1105.4325,1.1752217,69.70928,-68.30937498866100,0.013241188,-13.900123966262800,0.013611896,-0.051436894,-0.096713975,0.045548953,0.11769335,-0.15965283,0.11882783,0.15742895,-0.034651354,-0.2678441,0.07312598,400,400,399,1,4.808974,993.78,0.093792856,0.006,12.79793,31,TRUE,1.399783,,,,,,,,45,20,0.019707872,57,16,0,0.021709993,20.8215,0,0,,,,,,,,,FALSE,478,1243346.1348472400,3969.9268,313.1912,10.450887,53,461295.6086822630,8001.67,57.649918,11.178594,53,1218288.9278133500,8564.696,142.24544,9.53352,1.3508583,0,34,0,19,0,1.6450739,0.7277069,0.917367,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,278.6784610578940,22.954475754627300,182.67554457653200,-37.18799636243940,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.697213e-10,2.0629496e-09,0.9998715,3848.2793,3845.0505,3863.3423,4.0509,4.0479,4.059,-0.5077,-0.5199,-0.4495,59.9625,59.8481,60.3331,0.0027,3e-04,0.0548,0.0019,2e-04,0.039,0.0011,1e-04,0.0219,MARCS,165.46627220211,-34.70473144955,16.6289,-68.309,-13.9,12.335,2000.0,3.09186743414084e-09
HD 207129,1636148068921376768,Gaia DR3 6564091190988411520,6564091190988411520,1659136458,2016.0,15.6,327.0667117287090,0.0297895,-47.30492965427050,0.019863728,64.27166055130210,0.042974066,1495.5918,0.87611145,338.5248,165.06854306177500,0.038177457,-295.552731253777,0.032600977,0.20941962,-0.031338148,0.26872686,-0.27730098,0.07025929,-0.09255123,-0.5836539,-0.017078873,0.054894235,-0.009930729,733,733,710,23,-4.7360177,11029.631,0.34579453,0.005,226.29787,31,TRUE,1.5714918,,,,,,,,83,21,0.05372953,84,52,19,0.008552317,124.19233,0,0,,,,,,,,,TRUE,701,1.27994101636759e+08,37726.38,3392.695,5.419392,80,7.00208314655044e+07,32173.182,2176.3726,5.725474,68,8.32084520124647e+07,125284.16,664.15784,4.947477,1.1971589,0,4,0,0,0,0.777997,0.30608177,0.47191525,-7.546653,0.11577412,1,45,0,18,1566.4238,,0.86660665,982.4232,0.49301672,6000.0,4.5,0.0,222,5.125664,1.2351686,43,4.784279,0.0042867153,45,,NOT_AVAILABLE,350.87590125856500,-49.106514953295100,312.06734639688200,-31.84896856845170,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.160294e-13,5.7956103e-13,0.99861324,5815.8623,5811.7036,5818.9536,4.2949,4.2907,4.3015,-0.2768,-0.3052,-0.2673,15.5147,15.4491,15.5437,0.0,0.0,2e-04,0.0,0.0,1e-04,0.0,0.0,1e-04,MARCS,327.06562984757800,-47.30361608148560,64.2717,165.069,-295.553,-7.455,2000.0,2.604571243546e-08
HD 50571,1636148068921376768,Gaia DR3 5480006192386819456,5480006192386819456,331881335,2016.0,33.9,102.5042729562950,0.020607863,-60.24866244574330,0.01740531,29.473827526784000,0.018456142,1596.9658,0.9429927,108.63456,4.8304672413127,0.02529415,108.52711029707100,0.02280869,-0.18450142,-0.042259555,-0.08769128,-0.01989557,0.05051073,-0.007888829,-0.2756697,0.08299875,-0.22442153,-0.2609051,214,214,211,3,-1.13556,980.0959,0.1582176,0.005,31.948687,31,TRUE,1.6145884,,,,,,,,24,19,0.037829842,27,13,18,0.034049425,114.34667,2,0,,,,,,,,,FALSE,221,7.4683478328038e+07,27442.756,2721.4277,6.0043054,24,4.43186765883284e+07,60134.133,736.997,6.2220755,25,4.44092088066504e+07,49264.11,901.4516,5.629213,1.1880524,0,0,0,0,0,0.5928626,0.2177701,0.3750925,26.185656,0.1583944,1,12,0,12,573.7662,0.38524687,0.242027,819.29175,1.0614948,6500.0,4.5,0.0,222,42.808167,0.7242525,12,5.502433,0.006168766,12,,NOT_AVAILABLE,270.1752233151380,-23.49176548465390,137.300079453918,-81.59346925004600,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.3750302e-13,6.868207e-13,0.99648726,6438.207,6436.719,6439.727,4.2169,4.2151,4.219,0.0781,0.0665,0.0883,33.9239,33.9028,33.9451,0.0,0.0,1e-04,0.0,0.0,1e-04,0.0,0.0,1e-04,MARCS,102.504229692,-60.249144794660000,29.4738,4.83,108.527,26.69,2000.0,1.32280253419477e-08
HD 20794,1636148068921376768,Gaia DR3 4847957293278177024,4847957293278177024,108944108,2016.0,6.0,50.00034361894220,0.06373573,-43.06655252783420,0.06499741,165.5242095575570,0.07836173,2112.3093,1.976701,3120.8665,3035.01731561514,0.0812309,726.9644815849240,0.101254486,-0.20141561,-0.004343484,0.1313729,0.018166034,0.0688759,-0.02097107,-7.8627915e-04,0.195321,-0.030642973,-0.18010965,302,302,293,9,20.693607,26831.88,0.73451924,0.004,855.4343,95,FALSE,,1.48711,0.020080015,-0.1539874,0.17138563,-0.1695761,-0.12699541,-0.20898569,35,22,0.1435496,40,40,0,0.006430979,176.81134,0,0,,,,,,,,,FALSE,287,4.46047224831179e+08,426886.84,1044.884,4.063915,36,2.28591723524772e+08,427024.6,535.3128,4.440891,34,3.1321397670697e+08,927849.4,337.56985,3.5082927,1.2146823,0,0,0,0,0,0.9325981,0.376976,0.5556221,87.75779,0.12703782,1,18,0,16,1827.109,,0.016656557,759.91815,0.68116,5500.0,4.5,-0.5,222,,,,3.3427587,0.0048448574,18,,NOT_AVAILABLE,250.73404566404000,-56.06475866970970,27.248807644154100,-58.115462436931900,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.0679834e-13,5.3345235e-13,0.99952716,5427.3184,5422.4014,5445.7446,4.4433,4.4388,4.4746,0.0247,-0.0128,0.0915,6.0327,6.0152,6.0504,0.0,0.0,1e-04,0.0,0.0,1e-04,0.0,0.0,1e-04,MARCS,49.98187880092750,-43.069781996785,165.5242,3035.017,726.964,87.882,2000.0,4.4958302062944e-06
HD 377,1636148068921376768,Gaia DR3 2745647973856851712,2745647973856851712,382839176,2016.0,38.4,2.1076643394278500,0.02643799,6.616794493147510,0.018264996,26.03863506376950,0.028343765,918.6724,1.025372,87.543945,87.52487887794220,0.03762206,-1.8270634766019800,0.027005777,0.5156606,-0.3486459,0.13650559,-0.43415627,-0.21173875,-0.37139902,-0.18944918,-0.019703453,0.098037235,0.32162884,321,321,319,2,0.6597653,775.3499,0.11267245,0.004,9.317386,31,TRUE,1.5651355,,,,,,,,36,15,0.054824784,45,8,5,0.07119932,107.47473,0,0,,,,,,,,,FALSE,387,1.97130910339127e+07,8363.947,2356.9124,7.45048,43,1.07778843687486e+07,14385.288,749.2297,7.7572083,40,1.28900614061332e+07,16331.44,789.27893,6.972258,1.2006208,0,0,0,0,0,0.78495026,0.30672836,0.4782219,0.92887235,0.13919483,1,24,0,14,434.6461,1.7610667,0.0032684973,694.2755,1.3727406,5750.0,4.5,0.25,222,17.555159,0.6267769,21,6.7983623,0.004761156,24,,VARIABLE,104.23396398726700,-54.686115598301100,4.570474145528410,5.231959404504840,FALSE,FALSE,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.3750302e-13,6.868207e-13,0.99648726,5758.3716,5756.5825,5760.357,4.3718,4.3668,4.3735,-0.2261,-0.2396,-0.2155,38.4294,38.3408,38.7393,0.0,0.0,5e-04,0.0,0.0,4e-04,0.0,0.0,3e-04,MARCS,2.10727273132,6.61680261328,26.0386,87.525,-1.827,1.176,2000.0,1.86797680804495e-10
Tau Ceti,1636148068921376768,Gaia DR3 2452378776434477184,2452378776434477184,884858710,2016.0,3.7,26.009055057160100,0.11874772,-15.933680200693900,0.08320959,273.80974511860000,0.17013045,1609.4106,2.634341,1922.3186,-1721.7277944720700,0.18087587,854.9631570589580,0.08807259,0.33488926,0.09316365,0.49496737,0.055167977,-0.048007157,0.0822412,0.11902214,0.26990744,0.08707315,0.14796022,356,356,349,7,35.675915,67277.64,1.1073081,0.004,2114.046,95,FALSE,,1.5456628,0.018745076,0.05128594,0.08694577,-0.11163325,-0.09608019,0.05711887,41,18,0.2614549,55,55,0,0.028922442,18.14434,0,0,,,,,,,,,FALSE,368,9.01128673352088e+08,910510.56,989.696,3.3003998,54,4.12675508288844e+08,4168461.5,98.99947,3.7995205,53,6.30722757108962e+08,2193830.5,287.4984,2.7482994,1.1578794,0,0,0,0,0,1.0512211,0.4991207,0.5521004,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,173.07230675129900,-73.44249209783610,17.812524647078400,-24.809354280216,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.6726703e-09,4.624998e-09,0.99989766,,,,,,,,,,,,,,,,,,,,,,,26.01701307163420,-15.93747989102140,273.8097,-1721.728,854.963,-16.597,2000.0,7.1402104153656e-07
